,Utterance,Response
590170,"today i got called ""white"" i almost teard the fuck up. i made it😂😂😂",wait you're not white. let me take a closer look.
590240,he took the pic right before me,"stop we just matched and i swiped through and was like ""...is that lin?"" i'm dead 😂"
590242,"speaking from experience. so, yeah.",trust &amp; believe i know you are 😂
590300,paperboy actually slaps 😂😂😂,your avi is so cute omg how old were you
590304,wait did you really think i was lol,"lol, let me stop playing before u think you are white &amp; get shot by the police 😂😂😂"
590326,idk if i should laugh or scream,i'm doing both omg 😂😂😂😂😂
590366,why i thought posted this 😂,🤔 great question . you musttt not know bout meeeee
590380,i get that glow too. it's no aloe dho,sucia ! 😏 guilty af 🙋🏽 too 😂
590462,not really lol,go to bed lmao😂
590464,so fafsa opens october 1.... who wants to get married ?,we on it? 😂
590498,holy hell lol,get your people lol looks like they needed some help 😂😂😂
590560,when you find a cute vegan guy and try to set him up with your vegan best friend...,"but then you realized the 'n' in vegan stands for nope 😭 lol, don't set your girlfriends up with weirdos 😂😂😂"
590618,thankyou! 😊everyone is always laughing saying why that name lol,i like it it's different! i named my dog the most basic girl dog name ever 😂
590640,coming from the one who doesn't even know if that's a word or not 😂,"""wait those arent magnets"" ""defect like birth defect?"""
590710,yeah it stands him out haha &amp; what did you name you're dog ?😊,what kind of dog is he? and it's roxy 💕 haha basic dog name 😂
590830,a pitbull and awh but that's a cute name for a girl dog thou 😂,aw just like mine but she's part boxer and she's crazy and she's black so i thought it fit 😂
590960,my moms a real one she always pops my pimples,lmao my mom live for that shit. i damnear like doing it now too 😩😂
591064,just trying to read my kardashian baby shower drama 😂,thank you. so frustrating.
591110,"be coo im slowly startin to become , its hard when you still stuck in yo playa wayz 😂",you can rt it now
591178,i laughed lol what the 😂😂😂😂😂😂😂,i thought i was a good sister helping her out and shit too lmao
591326,indicators of elevated stress: - urge to play mindless video games - craving oreos and milk,or maybe just craving oreos and milk like every other day. just me? oh well 😂
591328,does that mean days off ?😂,yeah lmaoo fuck i look like takeing a week off
591516,go out to eat with the nigga and i can't take any leftovers home cuz he gonna eat them at the spot. smh,"lol, ain't no leftovers bish😂"
591536,"bitch i saw you rt this, pero you aren't the ugly friend so nah nah unretweet that shit 😂😂",lolol you´re so cute! thank´s girl ((:
591630,i loved him lol i thought jeff lacy was gonna kill him lol 😂,so did i. i lost 100 bucks on that fight. i was almost happy to lose that cash. almost lol.
591658,dude i was dead when fola and hernan showed me this video like wtffff 😂😂😂😂,what video? lol
591692,ohhh lollllll,lol i hella had to go back and see if you re tweeted that video or if i was trippin 😂
591774,i was like why are there so many guys in yoga class 20 mins in.. thongs showing from left to right 😂,is gonna enroll to that class. 😂
591786,damn you kept playing for like 2 more hours just to get this? i'm sleep,dedication man it'll pay off when we play 3's and i take some ankles 😂
591822,sorry for the multiple tweets. i can talk forever about ron weasley! 😂,never apologize we are always here to talk about harry potter that's the point of
591896,me all the damn time,this me everyday 😂
591908,bitch fucking ft me 🙄💘😂,i was in the shower but okay baby 💖💖💖💖
591912,"""to the beak of dawn"" nina?😂",the beak of dawn? nina are you falcon now?
591942,when you miss the entire point ... 😂😂😂,that and he didn't watch the video. trust me bro it'll be the best 26 minutes of your day
591996,lmao i might just do the so far gone challenge🙈😂😂😂,"if you do this, please record it 😭"
592066,he got my rushing yards than the rb's they said that lil white boy gonna do something in the league😂😂,really tho the nigga that gas up he got more rushing than 😂😂😂😭😂😂😂 niggas is hell
592092,"""tf is that"" 😂",this shit still got me dying.
592166,"you know what chey im just ""a smiley person""😂",i know i know 😂
592222,are those my shorts😂😂😂😂,yeah😋😂&amp; you have my adidas shorts
592294,huh niggas be like put me in the ring bet i'll get the belt 😂😂,🤘🏼 let's go
592338,oh okay nevermind. well that made me feel dumb 😂,lol no don't feel dumb i can see why it didn't make sense the 1st time i heard the song i thought it didn't make sense either haha
592374,god you're a groupie!!! at least you have my boy cole on there lolol,throwback to when it was cool to invite a friend over to check out your new poster 😂
592378,bruh it's too late for these math problems i'm retarded 😂,😭 i dead just said that too but i'm mad at this shit
592420,i almost killed him in an accident 😅 that wasnt my fault 😶,"lmaoooo, this bout me huh nigga😂"
592436,oh okay nevermind. well that made me feel dumb 😂,welcome back btw!
592450,lol no its def 21,"fuck. you gotta multiply first. fuck this shit, only math i need to know is counting money 😂"
592464,"honestly tho, this whole concept thingy isn't working😂",this whole teacher thing isn't working out either 💀💀
592486,hahahaha the glorious house of gainz,that's what i'm calling it from now on 😂
592540,awwwwww did hurt little donalds feelings??? get over it the word is a very unfair place..,"i think u may have meant, ""feewings""😂😂😂😂"
592550,🙄 dude dnt even know how many of solos songs you been jamming out to all these yrs 😂😂😂,😂 i respect suhs all the way... still not buying her music.
592804,"the weeknd ain't slick, releasing his album right when cuddling season is abouta start haha",there's abouta be so many gemini and cancer lil babies being born this summer 😂😂😂
592966,i feel this is the fake is number gado i call it big black nigga 😂,no it's real try it out
593050,i'm looking at two different people 😂😂,conceited ass
593148,only at ehs hmu 😂,why couldn't we have a guy like this at our school???
593152,sing about me,you could help me if you sell this pussy for me nigga 😂
593252,a race to see who melts first: me or my phone,actually laughing out loud thinking about your phone melting again😂
593304,"i got a couple i can spare, you interested? 😂",they're not lesbian right?
593324,"defends on which one, but with that flawless beard of yours i'm sure they'll reconsider 😏😂",you're a true wingman. ❤️
593346,they pop up my bad😂,"lol i'm not tripping, i was going to tell you to read them. 😂"
593374,"haha every time i tweet about this you like it, you already know it's true! lol",we fasho ain't that bad.... not all apples bad girl 😂
593432,i gotta back up my team lol,understood 👌! better hope they can back yo words up 😂😂
593518,sometimes i wonder why i never fucked that bitch up knowing she deserved it🤔,i have these thoughts allllllll the time 😂😂
593534,pasta aisle is where it's at. 😂,i'm cutting down on carbs. i was just passing through. ha. 😄😁
593562,tbh my clothes can fit in my backpack. my checked in luggages are pasalubongs lol,hahah good. that gives u 100 pounds for the mags haha. i stayed more than 3mnths so i had more things. i learned for nxt tym tho😂
593806,thats how i am too. sometimes i just dont sleep &amp;then i knock out super early that night and hope that i fixed my sleep schedule 😂,sounds like we're alike. i go to the gym pretty late so the pre workout doesn't help either
593860,"so he's no mookie betts, but... 😂",that's pretty spot on actually
593922,"julie the mack, oh she back 😎",lame ass name 😂
594078,lol wait when did she fav this im hella confused,i didn't even know she faved it until you said something 😂
594120,there isn't a shark emoji ;_; trust me-- it's my biggest beef with smart phones.,🐬 ... close enough 😂
594206,"ohhh heyyy, where were you when i needed someone to come for peo earlier? lmao","lmao if we were allowed phones @ work, i woulda helped you out 😂"
594214,donkey dicks are my favorite! but holy shit have you looked in a mirror lately? 😂 nice tats &amp; tan you got there😂,great reply to that moron faith! i almost sprayed my coffee all over my desk! lol.
594254,"arum ""canelo is slow as molasses on his feet and that style can't beat ggg"" 😂",and oscar knows it. hence no fight. probably won’t get one for a long time too.
594288,"20 years after donald bullied a beauty pageant winner for her weight, the real ""problem"" is...still donald.",ohboy hillaryur debatewinhave deplorables who are having a hard time that their narcissist choke crawlingoutfromunderrocks😂😂
594472,how the fuck did anna just pass for being 32 😂,wild man hahahah
594660,y'all just so cool with your same names and team 🙄🙄🙄🙄😂😂,aren't you jealous ! 😂😂😂
594746,chopped jr makes me sad,lmfao!! same! this one episode this little girl gave the judge just a tortilla on the plate! 😂
594782,"i'm not, but whoever wrote that is spot on 😂",the quest to obtain zenyou combos is never ending
594902,booooom noise and now the power is out in the adelaide cbd. fun times 😂,has anyone seen lately?
595026,"'cnbc, time magazine online polls say donald trump won the first presidential debate' via .",lets b clear. u lost the debate. cleaned your clock! i was on an island &amp; everybody there saw u lose too 😆😂
595086,"literally kill yourself, i've read plenty of philosophy. esoteric babble means nothing","&gt; ""i've read plenty of philosophy"" 😂"
595104,pretension seems like a pretty normal thing to be annoyed by. and since this is twitter i give my opinion on everything,"&gt;choosing to engage w/ a tweet &gt; ""wahhh i don't understand"" &gt; must be something wrong with him 😂"
595160,how does one travel with only one suitcase???!!! daaamn teach me your ways 😲,let me teach you😂
595188,you about to take another l tbh 😂,"first the chem test, then my math hw, then the panties, and today's bio test 😞😞😞😞😞 i can't do this anymoreeeeeeee"
595844,idk why but now i'm having flashbacks to the redbird trains 😂,every time i spot a red bird train out in the wild now i feel like i've seen a unicorn 😂
596100,needed this.,the funny thing is you thought he was being positive he talmbout not answering dms 😂
596164,oh man. i got trolled. look what redirects to 😂,you can probably dispute this.
596228,that just got me tight 😂😂😂😂😂😂😂,lmfaooooooo but stop blocking your blessings.
596306,"that's 1 of mine 2.also simulated birth,tainted house,birds&amp;bees,corn maze,sky diving,murrs playhouse,joe in the water tank",guess you like all of them !! 😂😂😂
596390,it's the maximoose on this wednesday!,you better start buying those treats in bulk bill!! 😂
596568,this weather valid,yeah but not at 56 degrees in the morning 😂
596716,i had work at 5 &amp; i forgot to set an alarm last night 😭,but i naturally just woke up at 4:52 😂
596730,but i naturally just woke up at 4:52 😂,"starting to become a morning person, bah. i thought."
596866,"if u are going to be photo-bombed, it might as well be by the all-time points leader! join…",gary looks like katherine hepburn !! 😂
596922,that would be awesome! maybe or can go in my stead until i'm back in brooklyn 😁😂,sounds like a plan!
596954,"""ooo is that, that man dimencio vaughn""😭😂",he's gonna be on the bully this season
596968,yay!!! that's what i love to hear :d,nursing a cry headache and laughing at the yoga references remembering our convos about glasses &amp; yoga 👊🏽😂
597034,no fronters please 😂,lines of the tech
597206,"it's ""skinny"" because they use skim milk but that's also defeating the purpose a little 😂","i know i try so hard to be""healthy""but the extra carmel is so good 😂 i know they have sugar free carmel but it's just not the same"
597300,exactly! i cannot believe he completely ignored my existence,i saw this video; a guy didnt say bless you so the other guy smacked him off his chair. you should do that.😂
597444,lmfao omg so me but we all have one i just haven't found mine either :(,ugh it's taking forever to find one 😂
597526,we'll still have a great time regardless,"you right, i'm a good time without the drugs dw 😂😂😂"
597698,"""you look like an attorney, but not the kind that helps people.more like a prosecutor.real professional but mean looking"" - my uber driver 😂",he thinks you're angela from power. lol.
597856,congrats &amp; happy birthday! i'm 30 w/ 8 years experience 😂,lol perspective. thank you!
597906,"this is too freakin epically typical for words. (snorting with laughter works, though). 😂😂😂","😂😂😂 i dont want this election to end. while i know will win, the entertainment means a lot"
598036,"this morning i was hit on by a man asking me to follow him on snap. his closing line? ""i work at jimmy johns."" nah.",shocked that didn't seal the deal 😂😂😂😂
598088,know how i know there's anti-semitism taking place? i'm one of the people that put ((())) around his name 1/2,2/2 even though i'm not jewish. but now they think i am 😂
598358,just payed 1.50 for this lmk,damn you just paid for a bag of air and 3 chips 😂
598490,legit tears 😂😂😂,"""old woman's leg"" 😂😂😂😂😂 that shit killed me"
598828,i think i'll take that bet. 😂,you got it - would you want that ass clown out there helping you? he's gonna help her carry vermont?
598932,"i really wanna skip class tm but whenever i'm about to do something bad, i always get megan's voice in my head saying ""be a good noodle""",yeah that's right!!! be a good child and go to class! 😂
599154,you set an alarm 😂,but there's a snooze button
599308,we were just talking about this yesterday 😂,it will go well with the toe socks will bells on them. i like to take things literally
599366,um...she signed up to participate in a beauty pageant. she knew what was expected.,exactly adrian it wasn't a miss piggy show😂😂😂 all you can eat fat ass show😱 biggest loser times 3 😂😂😂😂
599406,had a dream that 's mom invited me over but i never got to go cause i took too long getting ready &amp; i woke up😭😭,damn lol but maybe she was plotting against me somehow so it's better u didn't go 😂😂😂
599462,"they did it for jeter, sometimes you gotta do it. lmaooo.",i'm sure sox fans hated it fans need to stop pretending they're good people lmao i may be salty but i wouldn't be fake about it😂
599522,is mindful mediation normal ? we get left over cakes from the canteen,new to me. but i'm sure some highly funded study somewhere said it was good shit so people like to throw corporate money around😂
599536,but all the baby ones are so cute,not they're not wtf😂
599554,"well i never said im happy about it lol. but w/e, atleast we only have another 2 weeks till the real sport starts!!",my man pots and pans! that game last night got me way too pumped for preseason 😂
599660,"love the gear, especially the maxx stuff.",thanks man thought it would make a good pic 👊🏼 for the fda 😂
599708,talking to a 14 year old boy pretending to be an older girl with racist views😂,"if u want to use as a platform for pranking so be it, but they have done and do important work"
599746,what is a blockscreening? ooohhhh i guess you don't know what it means bc you and your fandom cannot pay for one. s…,my goodness this woman doesn't know blockscreening 🙄😂
599792,"idk what i was more shocked about, that or girardi actually hittin the net and gettin one. lmaooo",not to mention a short handed one 😂😂😂😂
599946,oh i got confused 😂,wait now i want to know about this how the eff did he get bitten twice
600002,hahaha i fucking miss your drunk ass,"dude i'm looking back at all these tweets like ""kim...no."" 😂😂"
600148,then don't talk to me today 😒 but good luck tn 😋,wow that's harshhh 😂😂😂
600350,xanny woulda helped her ass right out 😂😂😂,big facts !! 😂😂
600462,but i still see the gun emoji 😂,have you updated your phone? 🤔
600550,you can tell what type of chick she is by her fingernail length,i swear you can just tweet anything and have these chicks sending you pics of random body parts 😂
600606,what did you do? i've been trying! 😂,"probably just didn't like someone pointing out his homophobic ass. but, who knows."
600652,that show is ode scripted shes so extra for no reason,they look like they don't even like each other 😂
600706,if you hear the same joke about you everday it's pretty irritating and you begin to become self conscious.,boi you always joke about my forehead every day😂
601012,i swear the less i sleep the more energized i feel.,can't relate 😂
601032,our ahl team stomping all over your nhl team makes sense 😂,"definitely crow about the pres, i would too in your place"
601074,(? is that you writing for tari?) 😂,"😂 yea, this was definitely hacking my account to promote his futurist agenda!"
601236,my eyes won't stop burning and tearing 😩,yea when you see a car in a building 😂😂😂
601472,what the fuck 😂,i almost started crying last night and was very close to throwing the book away
601658,one needs 2 be addicted 2 understand you guys...awesome,"i don't understand it, but giggle at the fan-girls obsession (runs from the scathing replies.) 😂😂"
601698,someone has a interesting evening planned 😂,$5.99 wine! 🤕
601766,trump is going to win cus he has me on his side and millions of americans that are ready to make the u.s superior again.,you can't be serious? 😂
602172,oh lmao i was just looking through her favs and i was oh that's random hahaha but anyways congrats 😘,thanks bb - it was totally random - and i tweeted that yesterday during the day 😂
602190,the article links linkedin endorsements with lying! i think it is an exaggeration,"yes and i think it applies only when you received endorsements from ""strangers."" idk tho 😂"
602306,". x this morning ""you were thinking it but you said it"" 😂😂😂",get out my mind. 😂let me say my thoughts first. 😂😂
602438,"julia's fish name is ""daddy"" whattt😂😂😂😂",where you at
602680,happy hump day! &amp; this is freakin' awesome! 😂😂 😂😂😂😂,..i'm with you ah yip ...gotta live hump day ..
602718,bitch don't tweet me nothing because you act like you can't look at that mf phone of yours and text back stupid bit…,i was sleep bitch i seen it this morning talking about little boy 😂😂😂😂😂
602770,okay coooo but that still doesn't make me look like a dog who lost its leash 😂😂,lmao i just don't see what's cute about wearing a collar around your neck
602810,knew i seen you at the press conference 😂,hahaha excellent that mind 👏🏻
602958,didn't he go to middle school with us a dvm? 🤔 if so that's so fucking cute!!,haha yes we're reunited!! 😂😂
603186,full belly laugh. 😂,"hahaha ultra leftie wrestling fans everywhere like ""that's....wait..."""
603216,boi you always joke about my forehead every day😂,because it's not a forehead it's a six head
603414,knew i seen you at the press conference 😂,i've just twigged that that was at yesterday like 10 minutes from me 😑
603864,nigga i work in the x. i need some company too lmfao 😂😂,lmaoooo where in the x ?
603952,it's called addicted! 😬,of course it is 😂
604230,i think i have it,you both went crazy 😂😂
604276,maybe a couple bitches 😂😂,you a asshole for that dawg 💀😂
604446,it's saying that 0 of the night court are available!,omg someone purchased it! 😂
604584,when tinder guys unmatch you for not talking because you can't log in unless on wifi 😂😂,oh no! download irl for real life connections made easy!
604602,glad you're hyped! thanks for the support!,haha getting wild and crazy 💙😂
604710,daryle forreal?,nigga asked her like he couldn't believe what he just saw 😂😂😂
604826,yeah same. i guess they should just send me a code early to stop me from heartache 😂,"im all for that , one thing about you tho is you wouldn't leak anything , others not so much"
604836,get your friend! cause after that she on time out with me lmao thats nasty gladys.,time out? u not my dad 😂😂😂😂
604866,it's been two weeks since i got my tongue pierced and i was so excited to change it today and i cant get the fucking ball off,you still can't get it off ?! 😂
604870,can they also update shinhwa's official ig? haha 😂,"lmao we can hope they do, if they actually remember there is an official ig 😂😂😂"
604936,what about the father of her children!? i deserve a 50% discount.. lol,lol that's why it's net and not gross lol that's the discount 😂
604984,oh hell no 😫😫😂💀 you gonna make them give me even more hours!😂,i say write it in a piece of toilet paper saying i quit 😂
605186,"you fucking clown , get back in your cave you imbecile! 😂","why don't you join me fart. exploiting world's kindness to commit genocide is acceptable to you, mofo. go fvck yourself."
605336,people on the hate train :,or on the l train 😂😂😂
605550,hello?? can you hear me?? 154 lb division??? has everyone retired??,we need a loan can't anybody help ? 😂
605640,i wanna know what happened 😂,just her trying to write out the grocery list over here sounding out vanilla. derek is trying to help 😂
605648,i'm about to block my husband from ig 😒😒😒😒😒😂😂😂,this is you and rushatiticaca
605728,when did this happen? i was just there not too long ago,lol they lying 😂😂
605926,@ h pulls niggas/bitches😎,you were the first one to come up😂
605956,@ p sucks good dick💀😂,is that your hidden talent?
605960,what do you mean. of course this is halsey related.,this why i love you 😂😂
605998,lmao ofcourse cause it's our fault ya clumsy 😂😂,yeah fuck y'all
606212,haha oh man 😳 that's a big screen! hahaha yep i'm bristol's maraca shaker 😂,omg hahaha this skit was the greatest thing i've ever witnessed toni!! was it as funny making it as it was to watch it??
606326,growin this bih just to see whats up ✨,take that shit in the house woman😂
606342,this ain't no fucken prank tf lmao,prank or not somebody gunna get it regardless 😂
606494,its sept 28th and today will be my first time showing up for my keyboard class🙈😂,you ain't shit 😂
606570,"he doesn't know that, either does drumpf. people actually think he gives a crap about blue collar americans lol.","it's funny that his followers think that because he made money (in unethical, illegal ways), he will make them rich 😂"
606582,asma really be creeping on my twitter,nah i haven't been on and you where on my newsfeed punk 😂😂
606768,that fake turkey &amp; ham they be having 😂,why you on us 🙄🤔😭
606992,when you tell yourself you'll get up early and study for your 9am midterm,deadasssss this was me to write a paper . i ended up bullshitting during my 20 minute train ride 😂😂😂😂
607144,this is how dominican women get their papers,but how she doing this while working. 😂
607146,"friends, join me in laughing at this idiot 👇🏾","no, no. you've got it all wrong, dylan--you don't know how hard it is for us white folk! 😂😂😂"
607338,happy bday bihhh!!!!!! 🎉known you for tooo long have a great day!💗,lmao ily thank u💞😂
607362,chelsea physio billy mcculloch. classic 😂,this made me laugh so fucking hard
607384,i'm a clown i confused this with wiwek this saturday lol. just keep me posted :) brett can just roll in w/hella girls 😂,i was talking about will lol sorry
607572,bonus points - i can teach my mom to use it,hahahah efficient outsourcing 😂
607650,they flock to me. i am the pied piper of bimbocrats 😹😹😹,"please lead that sweathog off a pier. it should be easy, just leave a trail of donuts.😂😂"
607672,it means it's the truth,aye i was right for once. but it deff works the other way around too 😂
607680,is that why they hating on meek 🤔😂,nobody hating on meek he bring all this upon himself
607690,is that why they hating on meek 🤔😂,from both beefs drake and the game and he taking back to back ls
607740,but they're hidden! haha 😂😂,well find 'em and get 'em ready!! we can't very well spend our getaway time l…
607754,the bible app next to myvidster 🤔😂,genius huh?!
607812,don't you have a whole career? 😂😂😂,absolutely. but i also just got a whole nyc apartment lol
607888,had to get one last sleep in before i jumped back on the bus tonight 😂,why are you jumping on there bus? don't you think you should sit? it'd probably be more comfortable
607926,had to get one last sleep in before i jumped back on the bus tonight 😂,are you and garrett friends again or what
608032,had to get one last sleep in before i jumped back on the bus tonight 😂,i'm watching the hannah montana movie what a way to start the day
608034,sony vegas has been my go to for years. never even tried anything different 😂😂,i tried vegas once and didnt get it so i gave up 😂😂
608082,shit i can't even ask my italian friend if he wants to order a pizza or that's fuckin racist...it's rediculous,"as a german, i'm now offended anytime someone asks me if i want a beer. 😂😂"
608314,the ability of portlanders to cast wweek as some hegemonic force for evil was always the most amazing thing to me,"""the mainstream alt-media"" 😂"
608374,dude... they do not mess around on that show 😭 might as well change the name to throwing shade 😂,or the chill ain't here lmao
608484,you took a very long time to save it😂,"i didn't know if it would bite me, its a stray 😂"
608524,it was rolled up 😖😔😕,"lmfao damn dawg, old school. not even gonna use the phone 😂"
608678,"yeah it's a lit game, you gonna get it?",prob when i have money 😂
608750,many and many women aren't pressed to be a mom n ppl find that to be crazy,omg preach!! i don't have the desire to have children at all. i'll just be the cool hot aunt and/or godmother 😂
608760,...now become my goal to see live as i'm sure she's as awesome as you say she is. ;-),"and hit sidewalk, you'll begin walking like a ""matador"" lots of energy with passion. ! hahaha! 😂"
608904,omg preach!! i don't have the desire to have children at all. i'll just be the cool hot aunt and/or godmother 😂,meant to add the rich aunt too 😂😂
608974,he said listen to trendy shit my guy 😂,oh werd facts niggas need to go do that
609150,every time he yells i feel like so violated with his stares😂,i can't look him in the eyes i'm too scared lol he wasted like 30 mins of class time doing nothing
609202,you gotta send him that one video of joanne the scammer the next time he calls 😂,when he calls you next time!
609224,i write all of these myself lmfao,"""the story of a young hero who has traveled through unseen lands to protect the universe from the evils of these goofy niggas."" 😂😂😂"
609248,"""the story of a young hero who has traveled through unseen lands to protect the universe from the evils of these goofy niggas."" 😂😂😂",too classic 😂😂😂
609386,mr chips is an absolute party animal!!! truly unbelievable...,well this should be interesting when me and go to see catchphrase being filmed 😂
609390,raggleys crazy lean and full of muscle 😂 he just loves to run 😂 where as rosie's pretty big and she dosnt quite like running 😂,"they are so beautiful! can i ask you, how are they with cats?"
609410,this was their fucking mantra....lol power is a reason. resolution is a reason. now ms has fought back…,yeah but those don't matter anymore 😂
609606,i know but it's not a good song,yea tru tru 😂
609788,"about to get a shot in my ass, how's your day going?",i fell on my ass all the way down my stairs this morning. we are even 😂
609870,"take days off to reduce stress, duterte tells de lima",😂😂😂😂😂 that's a good one!!! 👍😜😂😂😂😂
609894,not that you got his number or anything ☹️🙄,you're so mad😂
610164,we thought you could use an #äah moment!,same place and time tomorrow? 😂
610212,plus you have to be at least 21 to be a police officer anyway so he was prob 23,omg that's literally 6 years older than me 💀😂
610236,her feet always do that in open toe shoes lol,she has to control those puppies 😂
610268,he's a director too 😫,don't shake his hand anymore 😩😂
610528,was magical last night 💕💁🏻,always take time on your face or else you'll look like me 😂😂😂
610538,nothing came be as bad as when you were in high school and had an afro 😂,lmfaooo i wish i had those pics 😂😂
610826,hey randy &amp; all,stupid question 😂😂😂
610904,i eat from the same two food places everyday yet never get tired of them,all i ever eat is chicken noodle soup &amp; chicken fingers 😂
610976,"it's hard to pivot, and hard to keep secrets. here's for a team that does hard things🙏🏻. --thank you for the write…",my parents called and sent an invite asking me to sign up for this app last week! 😂 😂 😂
611354,"i hope, aap members watching this, see what happens when aap tried to copy modiji..😂😂😂",maybe she hacked 😹😹😹
611448,"""prison is for rapists, thieves, and murderers. if you lock someone up for smoking a plant that makes them happy, youre the criminal"" 😂",the us attorney general just recently admitted that its not even a gateway drug or remotely physically addictive lol
611524,"y'all remember back in the day when we use to use the phrase ""bust a cap"" ? 😂😂😂",shit was fresh
611660,hoo-boy. defense began presenting its case today.,that exclamation says it all 😂
611700,no cliche optic posters please,imma have a dicks out for gaben poster prolly 😂
611894,just got offered a plantdroid by ! will soon have a little plant growing out the droid's brain 😂,it's alive!
611962,"good luck. as far as interest is concerned, this doesn’t look like its my week 😂",i just like the army colored cap. i'm a chill out to. every week i've been getting something. smh
612006,"sakho and ilori centre half together, at last.",that hendrick fella on must be having a wet dream. 😂😂😂
612032,bitch that time we was at my house and the neighbors snitched and said they seen some boys over here 😂😂😂,yooo three chopt use to be dumb litttt !!
612116,well you walked in at 7:50 so that's probably why,i hate you so much 😂
612394,just wanted my vote to not be anon. hell no lol,one of my female friends told me she was eating other niggas food she just meet a week ago and that hurt my soul 😂
612508,what girl is it that you don't like 🤔🤔🤔🤔😂😂😂,😂😂😂 a lot of people
612552,giselle you aren't wearing pants during about 75% of your week,you right you right 😂
612634,. rowan getting lit 🤔👀,hell yea and she trashed her😂😂😂
612704,oliver is adorable! do you two always have breakfast together?,lol no. i'm puppysitting for my daughter. she's afraid he's going to get fat in the month i have him! 😂
612858,like bitches be putting them self in something when they ask a nigga with a bitch for a ride home. are you dumb? you being disrespectful.,text me 😂😂😂
612894,wtf is this? a ploy to win trump more votes? 😷😂,please don't vote for the criminal racketeer. i love you and would hate to have to boycott u
613032,1) block totally works 2) what do sony fans have to counter with these days? nioh ? 😂,i think ppl are really starting to like xbox again
613052,too much steak pancakes and caronas 😂,shit i need to hit the gym with you my guy
613246,what response? that they're going to send down rp6?😂😂,it actually wouldn't surprise me if capuano played seidenberg like he played strait -- way too often
613310,beat my fucking face for no reason !!!!!! everything was for nooooooooooo reason 😐😐😐😐,love yourself ... stop punching your face 😢😂😂😂😂
613432,"watch savage fans chant ""f*ck taylor swift"" as ""famous"" rings off extra hard in her hometown of nashville…",but you love taytay 😂
613446,these vatos are just enjoying a nice game of mini golf.,i love that video 😂😂
613564,last photo ever taken of me thank you,this is terrifying😂
613630,i have an unhealthy obsession with and .,i have an unhealthy obsession for you 😂
613962,i feel this &amp; it's week one 😂😂,i roll out of bed 15 min before class starts to throw on legging s and a hoodie and brush my teeth lol
614030,so much to do.... but here i am laying in bed lol,that's literally me right now 😂
614058,he would have to make 10k around on every turkey to make 30mil...😂,i just bought 3000 49ers homes and made 2.5mil
614344,lmfaooooo miss you drew 😂,miss you too asia! i hope life is good on some real stuff.
614366,lmfaooooo miss you drew 😂,i can imagine your tl ain't dry 😉
614442,the lit concerts have come and gone but at least we were at them all...,front &amp; center 🙌🏻and got to check out this booty 😂
614478,i can't even be mad right now...💀,lmaooo what is wrong with niggas😂
614498,hahaha they need to chill with the harambe one😂😂,lmao best one i've seen 😂
614648,m and clowns don't mix 😂😂😂,nope. not even a little bit. oil and vinegar mix better 😂
614686,hahaha it's some funny shit man😂,i wish you luck cuz people gunna come after you 😂💀
614798,"""""""the sun shines on a dogs butt sometimes son"""" things my dad said... """,my dad said stick where the sun don't shine!!! lol.😇 😂😂😂😂
614888,lol my yearbook quote was 'fuck everyone... oh wait i already did' 😂,"i'll be a son-of-a-gun if i don't think i have a great one-liner, yet then instantly one-ups-me every time."
614902,hahaha i'm sure you could do some damage with those. you're no joke!,no clown is gonna get over on me 😂
614926,hillary clinton down frm 24% to 5% lead wit millennials! try's 2help but no millennia's show up in n.h😂,maaybe they are smarter than the dems think...
614956,gotta fade that stripper,i got the video to that😂😂😂
614976,lol my yearbook quote was 'fuck everyone... oh wait i already did' 😂,i just want to go to nj and watch do stand-up followed by bend-over.
615000,i'm not entirely sure about tim 😂😂😂,neither am i😂😂😂😂
615128,lol my yearbook quote was 'fuck everyone... oh wait i already did' 😂,"as mr. beaner, the 91 year old phys ed teacher then winked and replied, ""and some of us everyones in the broom closet, twice""."
615360,lmao nooooo way that shit just happened to me ! i didn't even know i had to pee 😂😂😂😂,lmao there you go !!! 😊😊😊😊😊😊 at around 7-8 months you'll remember me. 😂😂😂
615548,it's gonna be a long year for you 😂,"i know... i was also called ""the gapester"" several times. he shouts it across the room randomly too 😂"
615634,i was excited af! 🙄😂,lol nah that's my girl tho
615636,it's funny how in fandom $300 for a custom piece of art sounds like a butt-load. you should see what i charge people outside of the fandom 😂,"nah, that’s more than reasonable."
615648,lowkey seems like some shit you would do though lmao,it really does but now i'm worried who has my twitter 😂😂
615778,i don't have mirrors they break when i look at myself 😂,aye you smell that? ......... smells like bullshit. 😂
615858,kial free wifi lasts for 1min 15 seconds. 😂😂😂😂,fucking hell. you can't even use it without having an indian number. piece of shit wifi it is.
616384,thank gosh i rarely text you.,i'm never annoyed with you while texting or tweeting. if it happens its in person 😂
616866,you in the tsa line 😂,thy shalt pull thy holy hand grenade on 3... nor 4 nor 5 but treeee
616932,you declined them ;). i invited you on the bookstore invites,oh weird! maybe cause i was still going to bluegrass festival 😂😂
616992,i don't watch that,it's mad good you missing out 😂
617032,lmaooo try some spanish,only if they got money😂
617036,whoever sends out the emails gets me on a spiritual level,it's just a list of reasons why i shouldn't wear pants😂
617182,another blow to samsung's reputation,they're awash with problems. may have to fold. 😂
