,Utterance,Response
583654,"😂😂 it takes longer for me to sweat while i'm running bc it's colder, ya dig?","oh running, i thought you meant like laying in bed and i was like ""why is she laying in bed and going miles?"""
585296,😂😂😂😭 thank you,"change your name now bruh, big stace no longer applies 😭"
585794,😂😂😂what is this?!?,lol like what? 😂😂😂😂
586132,😂. lmfao @ discount faja😂. thank you big sis😘❤. ina ina ib me😘,"lol. gotta get that ""heyyy! pwipwiii!"" discount."
588018,😂😂😂 thank you so much! i really appreciate your awesome humor❤️ lots of love 🙏,"you're welcome, i actually googled the jokes."
588716,😂😂😂😂 when was this,like a month after we broke up 💀💀
589046,thank you that actually like makes me feel pretty good,😂😂😂😂 always gotchu lots of love 🤘🏾❤️
589248,"dont start with me..i just saw the video and i have it stuck in my head...""apple-pen! pineappl-pen...""",😂😂😂😂😂 this video is brilliant
589688,actually i was just going to say ppl are supposed to keep it in their likes lol now they're rting,😂😂😂 bout to send some to your phone
590580,let's turn the f up and be super jolly gash darnit.....,😂 get some booze in me and i'll be the jolliest of jollies 🎅🏿
590798,😂 i thought of you,😑 i am not amused
590816,😂 i thought of you,but yeah 😊🙌🏽
591726,you and everyone else following me lmaoo. my birthday is in november,😂true. what you gonna do for your bday. is she mexican or filipino
592278,😂😭😭😭 annoying.. nobody coming ya way relax,so i guess ima just have to come your way🤔
592396,look for the one who looks like he's been silver spooned fed his entire life.,😂 a few of them look like that'
594262,how many clintons does it take to rape an innocent woman? 2! bill to rape them &amp; hillary to silence them!,"😂😂😂😂why you all insist on broadcasting/highlighting how ignorant,backward&amp;dumb you all are?climbbackinbasket"
596596,"hahahahaha i have cad models and a plan of my research, i can conclusively say it is not happening",😂 well st least they have an engine and fuel tank tested. your research might getting close though…
597514,i do feel bad for i would literally shed tears,"😂😂come on, secured 1900 pairs with trash cybersource payment system, but can't take care of his own system?"
599046,"national post-debate poll, h2h: clinton 45% (+4) trump 41% a 2% shift toward clinton in 3 days",😂😂😂lmao bill you're so pathetic to even believe this
599052,"😂😂😂 u ain't lying, he was swinging like dude did something to him personally",his motion was like that aaliyah joint. back back forth n forth. he was welding that baton like a final fantasy character
599180,😂 my shit original nobody can take my shit away from me,talking bout ya user
599458,😂😂😂😂 (naked for hillary) 🙈💩🙈 even more reason to 🇺🇸👍 the difference in character &amp; values astounding…,tell madonna to do us a favor and keep her clothes on
600180,😂😂😂 struggle face . scared for her life,lmfaooooooo like wtf it's not that serious i'm fucking weak
601008,😂😂😂😂 sean why,dude i can't go to school😂 and it was pretty convincing tbh i'm a good michael terry
601346,bra i was rollin watchin that hahaa florida niggas,"😂he goofy af. steve had a hell of a game, but dude fasho got in steve head tho."
602302,😂😂😂 lean bean looking ass,chill that be me at parties
603082,😂😂😂does it count that i acknowledge said issues?,"yes, acknowledgement of said issues does count. 😉"
603214,"oh my godddddd, i remember this! rt : remember when mcdonald's tried to resonate with the black community",😂😂 that's real?
603976,😂 but more importantly happy birthday ! go to fare well and eat allllll the dessert,happy birthday bb ❤️
605752,😂😂😂😂 help the hoe out,the minute i said anything she started with the stupid comments i'm done
606392,😂😂😂😂😂😂😂😂😂 niggas taking this to a new level,"niggas taking pranks too far, don't come up in my car like that"
606528,😂😂 all i got was shelter and storm. i swear he says banana in that song 🤗,honestly the only reason i know it's cause when it came out i looked up the lyrics 😂
606796,lmao i'm a para and at a middle school for special ed and my kid bugged out and swung on me. had to give him he rock bottom,😂 he tried to give you a birthday punch
607508,😂😂 nah they watching niggas like me,yeah the sneaky ones
607560,mad funny i just posted a pic of us without remembering it was a pic of us lmaooooooooo,😂😭😭😭😫😭 you're lying ! where ?!
607892,i am to this fellow. he sounds like he is trying to sound like the guy from ... ; ),😂😂😂good one 👍🏼
608120,but we see that as y'all not claiming us lowkey 😭,😂😂😂😂 see the way it's set up...
608870,😂😂no way else to be!!!🌞🍳🌞🍳🌞(dont tell those ☁☁☁outside!!👎)gday🤘cowboy jeff😄,good day laura and all
609870,"take days off to reduce stress, duterte tells de lima",😂😂😂😂😂 that's a good one!!! 👍😜😂😂😂😂
610442,happy birthday bitch. can't wait to be coworkers again lmfao have a good one! 🎈,"😂 thanks marupi, hopefully i don't fuck up lol"
610684,😂😂😂😂😂😂😂😂😂😂 ok! someones feeling were hurt! do you need a moment?!,"the only one acting hurt is you, getting so sad and teary because i called you a troll...:)"
610698,😂😂😂😂😂😂😂😂😂😂 ok! someones feeling were hurt! do you need a moment?!,"so, take that moment you mentioned...:)"
610902,😂😂😂😂😂😂😂😂😂 that's why all you deplorable feel the need to tweet &amp; insult her. fk you...fk off.,"whats the matter, the irrelevant has been hag got her feelings hurt. well cry me a river."
612112,😂 the whole point of being in the friend zone is because you ain't make the cut,😭😭😭😭😭😭😭😭😭😭😭😭😭
613130,"aside from the whole exploding note 7 and washing machines thing, yeah.","😂 that's a big aside. but still, i think samsung i think cheap, plastic, gimmicky, bad design."
613224,i wish i got texts like this tweet,😂😂😂😂😂not even
614474,😂😂 and that bra 💀 i'm done with you,oh yeah... i forgot! don't worry sleeps with it every night ❤️😂
615062,"😂😂 if that is so that'll only show their violence instead of the ""peace"" they promote so it'd be okay",you right you right. well stay sexy 😇
615544,making sure. gonna have come down to philly and knock some heads,😂😂 trust i will let you know when the head knocking needs to go down lol
615552,😂😂 what is your boot of choice than bruh 🤔,"nah chelsea boots are good, i just feel like you gotta go all in on that ""look"". i'm on these clarks still"
617532,😂😂😂😂😂 dumb as stumps!!! $20t debt should tell them this will never fly!!,"they just dont get it, upbringing"
617598,😂😂😂😂😂 dumb as stumps!!! $20t debt should tell them this will never fly!!,someone should try to explain it to them but their parents r probably libs
617716,5 dating apps and still single or a vibrator . .,😂. irl is the only app you need. we're all about real-life connections made easy.
619466,one dude bro for another. blue mountain dew for red mountain dew,😂😂😂 gears actually coo tho lol
619940,she got an ?,😂😂😂😂 the child support ok - them judges play fav to women tho !!
620528,"😂😂😂😂 typical excuse from a ""man"" who's fucked up. always first to point fingers that the girl ""probably"" did the same",nah just hoes like her are better at hiding it typical woman to never let a man have anything on her but plays up what he did
620572,"😂😂😂😂 typical excuse from a ""man"" who's fucked up. always first to point fingers that the girl ""probably"" did the same","i know she did the same she just won't own up to it, it wa never a coincidence that when i left she immediately had a new man"
620916,food advice from a skinny guy ??? come on coach herron!!,😂😂😂 yo can destroy a 4x4 at in-n-out like it looked at his girl the wrong way.
621086,😂 good luck to ya man,it's they can't be mad at a guy like that especially since tomorrow is his last game at yankee stadium
623270,"""i choked on dick to make this baby and now i have to act like i don't twerk on dick?!"" 😵😵😵😵 tear. me. down.",😂 this is one of my favorite episodes
624700,😂😂😭ima act like you didn't just say that &amp; nothing i'm home just woke up tryna see what to do with myself 😏😏,what u trying to do lol
625134,y’all = not me 😇,"😂😂😂😂 good one, heathen"
625528,"😂😂😂😂...na i ain't start yet. i'm currently a full time boyfriend, part time hoodlum. i didn't have ti…",i knew that one was coming😂😂 i needa get you a job with me so you don't have time for nothing.... except snap😜😂
626096,there's a turkey loose in my neighborhood and he's taking refuge in my backyard. he's fast. really fast,😂😂😂😂 idk why but this is the funniest thing i've read today
626368,😂😂😂😂 were going to get kicked out one day man 😩,were like the only ones laughing helluh in that class lol
626476,😂😂😂😂😂 what scott do,i'm trying to get blocked 😂
626684,edison lit fym,😂😂😂 funniest shit i ever seen
626778,😂😂😂 can u buy them for me,comin' in the mail!!
626888,😂😂😂 this clown thing is pretty annoying though. so many idiots out there!,there have now been some spotted in jersey. i swear to all that's holy.....👊
627434,😂😂😂😂 you know i love ya i just couldn't help myself,"could you love me a little less? 😂😂😂 i know, i would pick on me too lol."
627572,😂😂😂 this cracked me up. had to share!,so true 😂bastard would be 6 feet under 😂😎💪
628548,😂😂😂 it was cheaper then flying to nyc and it is your bday week! plus don't you have a anniversary coming up.,birthday week? we celebrate for an entire month here. it is our anniversary on saturday and dave's birthday the following sat..
628940,😂😭😭😭 nigga got on off taking the beat lol shoot that nigga 5 racks that a solve everything,5 racks ?? fuck that if he can win in court he finna get a coo 40% of what the song made 😂😂
629096,😂you can't be an ardent trump backer n then defend your position on the basis of conservative principle,"i'm not you guys are the ones complaining he's not conservative, i'm saying if you're a conservative 1/2"
629180,😂you can't be an ardent trump backer n then defend your position on the basis of conservative principle,the conservative principle states majority rules. i'm now an ind after 45 yrs with gop. 2/2
629512,😂 he is. 2 pounds soaking wet.,definitely lighter than kain's head. tiny
629746,"😂😂i'm kinda shocked at myself right now, but im never gonna change so deal with it 😊","""if i ever went blind i'd be like 'is this a febreze commercial'?"""
629920,seriously tho what's wrong w cops? they can't find a tiny red car w 16 clowns in it??,😂😂😂😂 it's like a clown apocalypse. and i ain't going out like that 😂
629984,😂😂 ok ok if you insist. next time i have to go out with you guys 😛😛,ur more than welcome😂
630078,no it's not. that's just so disrespectful.,😂it's funny tho
630558,😂😂😂😂😂 this my brother yall! sounding like kevin hart from that pets movie!,bruh i hate you for this 😂😂😂😂
632910,😂😂😂😂 love yall! 😘❤️😘❤️😘❤️😘❤️😘,...dang good you got that right ah x
633032,they go to pull the girl clowns bra out through her sleeve and it just keeps pulling and pulling.,😂😂😂😂😂 and that flower on the lapel? it ain't squirtin' water 🙊
633954,"i told a derrick i was upset once and he said ""don't trip chocolate chip"" so","😂😂😂 this is not real, you made this up"
635202,psh say what,😂😂😂😂 text me i miss you too
635814,how brought up the fact that catfish hit my line one time.. but why!?!? still confused 4 yrs later..,😂😂 dude was confusing lol
636638,😂 where are you playing now?,u of new haven :)
637114,"😂 the best ""the royal penis is clean""","lmaooooooo nah you can't forget ""she's your queen to be for eternity"""
638680,just found out i got an 8th ribbon 👌🏻😎,😂😂 they just hand them hoes out over there huh
639528,😂😂👍rt : night night 😉🌒 cheeky booth 👀🍑😅,this epp was uncomfortable for booth.
640576,visiting my parents is great because no one in nyc would ever think to ask me to dig a 3-foot deep hole in their basement.,😂😂😂 i can't stop laughing at this. this is my favorite tweet of 2016...maybe ever. 🙌
640982,m voye l ale lontan wi.,😂😂😂 wi she's tired 😂😩
641102,this is officially the hottest woman i've ever laid my eyes on......,😂😂 i read this in your voice and started crying lmaoo
641136,😂😂that's truly incredible. what're the odds?!,im so proud of my internet'ing 😹😹😹😹
641158,hahahahahaha i’m so honored. the time and effort spent digging that hole was worth it for this.,😂😂😂😂😂😂😂😂😂😂😂🙌 i have so many questions!!! hahahaha
641796,"😭😭😭 lol thanks, will do.",😂😂 welcome 😉😋
642120,"do you have any connects from the old days? somebody who might know the truth. @ debates he kept sniffing, you know what i mean.",😂 ha! ha! i know. trump sniffling sound were so distracting. he really needs a reality check by visiting the…
644112,😂😂yes they do 💀,od grimey smh 😂
644476,was gonna go running but i stood up and fell. im good. lol,😂😂😂 no running for u mr! stay ur ass homess
644488,😂😂😂😂😂 💥 man electrocuted attempting to steal booby trapped trump sign💥 via 🇱🇷,omg ... not funny but 😂
645006,my roommates get to emotional when they watch they walking dead......it's not that serious bros,😂😂 i only get sad when something serious happens
645794,"😂😂 i did, they took pics and were still inhaling it",omg good old res life 😂😂😂
647266,we have tvs in ireland. come home,😂 let's facetime this weekend? x
647430,and can barely hear too lmfao like okay turn it off,😂 exactly! all you hear is static and people's shitty singing lmfao
649466,😂😂 oh did i forget to @ you lol.. i was saying let's go babe 😂😂😂,lmao good one🤔😒
649640,😂😂😂😂😂😂😂 omg you posted it 🙈😂😂😂 your an asshole,😂😂 it's just the cutest thing ever babe 😂😘😘😘😘
651516,any single moms born in sept with one titty thats my type.. hi boo 🤗,😂 too early
653578,"nolan said he was inspired by doctor strange for inception, and batman begins was adapted from a doctor strange screenplay",😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 i can't stop laughing at that nonsense
653580,i cannot believe you just played me dirty like that omfg!!!,😂😂😂 it was just way to perfect not to do
655554,😂 i think i was up half the night with anxiety about trump winning! lolol i hear too many trumpers daily 😩,i've had nights like that. it's a frightening thought.
655628,"😂😂 this guy a certified bum, always tryna front for twitter",ur fat ass on my dick way tooooo much n iun even know u
655972,😂😂😂 is a social media legend.,"ted is a friend,a mentor, &amp; every word describing a great dude who cares abt people &amp; knows his shit"
657946,"oh boy, 229 on gamestop + free game. *locks up wallet*",😂 such aggressive pricing
658166,"this is my favorite photo in tv history. alright, fine, of 2016. certainly of september.",😂thanks mike
658228,😂😂😂 right on 💯 that's song hella explicit for y'all ears tho,😂😂😂 not mines tho
658684,😂😭😭😭😂🙄 don't play w/ monica .,🙄🙄 she crazy
658822,that was a close one... all is good :),😂😂😂 i'd never forget about you my love!
660670,"😂😂😂😂😂😂😂😂😂😂😂😂😂 not by the playoff committee, heisman voters, media or twitter... maybe you'll forget tho.",lol if clemson beat them and we beat clemson it will be forgotten.
660688,"haha, yeah thats pretty vague. clintons been in more embarrassing positions than the cast of different strokes.",😂😂😂ain't that the truth
661868,"😂😂😂 the ""....... again"" got me crying",just seems like they want to get sad about being proud losers every year.
662768,😂😂😂 only you would understand why,haha yes i would of been the same way if i was in that position 😂
662790,😂 i'm glad i'm not alone in this.,oh not at all!! i'm comfy + get to put off doing laundry. 😂
662884,😂😂 it's a privilege to @ me okay,lmfao stop the madness
666552,this is the cutest thing,😂 thanks ❤️❤️
667424,thought you might say it was liberal media bias against trump if i sent something recent.but here,"😂 i honestly don't believe any polls this election has made me quite a cynic the corruption, lies and cheating are horrific"
668102,us in high school 😭,😂😂😂 realshit 💯 you would of thought we was fucking
668674,😂😂😂 i think you may be right...,"maybe rafe is into men, because he surely fails with the women!"
671894,lmao my goal is to make he life miserable but its outta love,😂😂😂😂😂😂lol that's funny af hey i won't interfere
672968,😂it's flavored water,sick af but i love you 😘
675742,we should make them soon . next time you come over so easy !!,😂😂😂😂 ... that was meant 4 u not me 😂😂😉
675912,😂😂😂😂😂😂😂😂😂 idc what you're talking bout,keep the lies coming. its so attractive😂😂
676196,me at 61: what are the questions?,😂😂😂 good one.
676404,😂😂😂 when i was younger i thought love was my dad's name lmao,"what's your dads name? ""drake drakeford"" - me"
678110,😂😂😂 you still have it?,😩 it's on my other lap top 😉
678200,i'm flyin in from texas to come see that man!! ahhaha,😂😂😂 that's true dedication. i'll see you there 😁
678408,lmaoo it's thursday bring em out,😂😂😂😂😂 if i had that laptop with me you knowwwww it'll be litt
679132,😂😂😂 my nigga is really ass,lmao he boo wit the chargers but he chose the falcons this time &amp; it was just lol
679300,you know how i get! 😭😭😭😭 thanks so much for listening.,😂😂 i totally read that in your voice and omg of course! ❤️sooo much love for you and !! thank you all for ! 👏🏾
681846,almost blacked out. i said i ain't never going to that fuckin mall again that shit to high in the damn air,😂😂😂😂😂😂😂😂😂😂😂😂😂😂 i'm fuckin weak bro you not deadass lmaooooo
682190,"😂😂😂 maybe they took it as ""good luck in college!"" not as ""good luck, it's not fun!"" we had a discussion at work today re: giving",think my impulsive response to laugh before i said that gave me away.
682510,sharkbait is for the community.,😂sharkbait for president
684228,you gotta take a shower in them bitches then you gon be official 👌🏾,😂😂😩 lordt the shade
684286,"if anyone is free, i'll be at the starbucks on jackson tomorrow in hayward from 3pm-6pm 😅🙃",😂 bound to run into like 10 people
685696,legit fucking goals omg. does he have a brother,😂😂😂 he does actually
685966,that's what they all say 🙈 plus i can't read a long text from a android without getting a headache it's like a puzzle lol,"😂😂😂 ohh you gonna start cracking jokes now .. i see how it is, this what i get for looking out for you ✋"
686802,i'll let you ladies have them all to yourselves.,😂 let us know if you change your mind!
687160,"""the bulldog rumble champions are the class of 2018""",😂😂😂 i thought you guys were going to win after we left? some things never change😂😂😂
688064,😂😂😂😂 yeah i wasn't gonna watch too much of it,they about to beat the shit or them niggas lol
688248,you on dope!!! hahaha they look like,😂😂 they stand out hard and the ballin so far in them. tannehill just found a gem
688326,"😂😂😂 well, at least your team just got the easy first td of the game!",i don't have the nfl network so i can't watch.
688592,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ah there's the desperation i've seen from so so many on team trump lately! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…,yup. waste of oxygen.
691042,"you're ""one of those"" people? aww man.","😂 wow, but yes"
691764,😂😂😂 kidding,i wasn't girl ill shake my assssss
692874,when jordan tries to kill you online.,😂😂😂 the last thing i'd try to do is kill you
693120,when you work tirelessly for over a decade....,😂😂😂 those movesssss
693820,😂😂😂😂 i sure do! that's my shit,ahaha i know girl i love that show too!
693876,😂😂 i couldn't resist!,that's yo whole thang now?
694134,how? i'm old and feeble. modern technology scares and frightens me. i finally got my vcr to stop blinking *12:00*.,"😂 i'm older than you ! 😂anyway ,at the very bottom after payment info is entered there's a bar that says download. click it."
694932,who needs post-it notes when you have sugar packs? breakfast with,😂 that speaks to every creative fiber of my being.
695328,😂😂😭 u gotta stop,why ? i'm supporting my family you just mad ya brother not a rapper ead
695400,the hell is justin cooking now? didn't they just eat? pantry is gonna be dry as hell.,😂 he made more chicken for scott
695612,"yes, don't roll in my neck of the woods",😂im surprised it stayed in my door like that
696080,lmao that is terrible smh wtf,😂😂😂😂 then they came and asked us what happened.
696512,😂😂😂 the face is just so derpy x'd,the stuff of nightmares lol
696948,to this day i haven't listened to a cole song since he ignored us...,"😂😂😂😭😂 to this day, i'm still surprised at how we actually got it trending for a lil bit👌🏽"
696958,supporting evidence? lol there is none.,😂 i can't stop laughing. you asked a question and then answered it. do u have the time? cause the evidence is overwhelming
697626,me after day 1 at the gym,😂😂😂 boy imagine if chipotle is outta chips on the same day
698804,😂😂😂😂😂❗️ peeped this on some random shit,real shit 😂💯
699008,you fit in it? 😷,😂 it took me like 5 minutes to get my shoulders in it
699078,it's time for rndws 3,😂😂😂 u know what u might be right
700738,what the fu ckkkk it's joooo,😂😂😂😂😂😂😭😭 ohmyogod he's famous
702178,😂😂😂 we got in an argument so we had to tell nick and because of that we had to redo our roommate agreement to settle things down,omg pls tell me what happened😂😩
702330,"so when they niners go 1-16, are you going to keep the record on your name?",😂😂😂😭😭😭😭 we shall see what happens joeweed
702380,it was too good. i'm never gonna experience anything like that ever again. 😭,😂😂 ever again! her concerts are the best! what's your snap so i can go watch it lol
703034,😂😂😭 yeah but idk. y'all tend to have a certain coyness when u single...and a haughty arrogant bitchyness when you're taken.,🤔 you need to come analyze the girls standing at sf bus stops
704526,not us hoe lol,😂 yeah we found our way back to eachother lmao
705064,y'all nighas fat as hell talking bout mcgridles on twitter at 1 in the morning lol,😂😂😂 you already know
705968,i knew i was ugly but damn 😢,😂you really are
707208,"but really, hillary is winning, or something.","😂 no really, the news says so! 😂"
707240,maybe one day he'll win a ring for best pouty face. cc:,😂 i don't think anyone can top him.
707568,looking at that 5 a side photo i knew i recognised you from somewhere else 😜🍀,😂😂😂someone else said suarez earlier 😂think you are closer rab
709420,😂😂😂 can't make this shit up,"can't stand blm, hate terrorist group just like kkk except their group is legal. kkk was illegal but they still did shit"
709842,"yeah, yeah!! just keep enjoying gaming on your xb1:( but really, there is no need to kick a man already lying down ;)",😂 hope you get a new one soon bud
711258,😂😂 you're one of those,one of what
711410,"been there, done that. also known as ""pump and dump.""","😂 ah! ""pump &amp; dump"" -- now that's a much catchier title! 👍🏽"
712072,this made me think of you!,😂 i love that you thought of me.
713156,"i clicked unfollow, instead of retweet, but i hit follow back...but don't think i haven't been following you *cries* i have.",😂😂😂 it's cool bee
713266,"😂😂😂😂 i love this! i love this! u made my morning! ""but they're nice people! not like in new york!""","lol, in that case, you're welcome!"
716820,i would like to thank my period this month for the huge boobs i have right now,😂 i cant with u sometimes.
717238,trying...def staying busy! 💙,😂😂😂 its been said a busy mind is a clean mind !! 😂😂😂
718694,😂😂😂yes! webinars all around will be lit with the flower crown filter!,lmaooo. right!!!
720400,😂😂 are you sure? i'll wash them for you if you want!,hahaha no it's okay! i forgot about them lol
720518,😂😂😂😂 well am i wrong aha?? like is it the red lights fault it turned red while you were driving?? 🤔 lol,well technically yes and no😂😂
722564,says the man handing out side nigga apps 🙄 you're part of the problem,😂😂 that shit is all jokes. i'll never come between a relationship i've been on the other side and i know how it feels.
723198,"😂😂😂fr yesterday he was like i'm done skating, i hurt myself falling on my wrist and i can feel it when i bench","i was like dayum, i'd hate for you to be on my skate crew you sound like a biiiiitch😂😂😂"
724108,its english wala 'butt',😂😃😄😆 that one has only one t :p
725112,😂😂😂 yeah pal i'm daddy warbucks over here,"that guys just kidding by the way, i'm pretty sure i see irony at least"
727058,gotta stop burning bridges,😂😂😂 bro i was literally just telling myself this shit 30min ago
729342,list of couples i thought would break-up before : kim &amp; kanye liam &amp; miley jay &amp; bey george clooney &amp; amal whoever j.lo is with,😂😂😂😂 actually
729692,google it lol,😂 lord. they remind me of glasses with no lenses.
730792,"once a buffoon, always a buffoon.",😂😂😂😂😂. i sing in the shower....i always feel like a rockstar!!😜
730974,"😂😂😂 you're not weird, you're unique, he's weird!","thanks for trying to make me feel better ❤️ miss you goofball, have to come visit sometime :)"
731266,don't worry im not mad,😂 okay my real one
731560,i want these thangs,😂😂 omg that's the same thing i was gonna do for ! but yeh forsure! if you ever wanna get braided hmu
733072,did you see this? so funny! best tweet today!,😂😂 summer &amp; kj posted it yesterday. must have been while you were napping 😜😜
733168,😂😂😂 i'm not gon lie that shit was hot cuz but meek gonna come back.,i like meek..ima just wait for dc4... those beef are jokes
735102,😂😂 i think so,i should've bought it haha
736680,😂😂😂😂 bc i always say i refuse to have kids but lowkey it probably will be me,i know i give you 2 years 😂😂
738694,😂😂😂 you ain't lying bro. supreme is getting a lil out of hand. some of this stuff is too much,honestly i don't know who supreme is. is he the guy that use to color portraits? with the afro?
739320,😂😂😂 i hella tweeted it the other day and though about you,lmao literally everyone says it to me and i'm just like 😑🔫
740818,happy 17th bday to my boi 👲🏻🏀,😂😂😂😂had to use those pictures huh ?thanks though🙏🏼one of my closest friends on/off the court w/one of the best music tastes😅👌🏼
741794,steve jobs left too soon 😫 shit has been fuckin ugly since he died. bring him back! and harambe lol,😂😂 i know tell me about it!
742118,happy 17th birthday youngin.,😂😂😂thanks sofia😊 super glad i got the chance to become good friends w/ you !
744202,😂 i'm over here debating whether i should buy groceries or jeans. i wouldn't know what to do with a child,my wash day gon have to be a quick wash. i caaaaan't lmao i can't give up wash day. it relaxes me 😭😭
744642,😂😭 them hoes stupid for falling for it,you right but niggas need to stop doing that shit and keep it a 100 🙄
744778,it's ightttttt🌚🌚🌚,😂😂😂 you right it's worth about $500 not 100 mill lol
746670,"😂😂😂😂 the ultimate glow kit is fckn gorgeous, i'll admit. tbh colourpop is killing me rn",they've been coming out with stuff nonstop
746872,😂😂😂😂😂😂😂😂😂thats bc u dont eat enough kelloggs,i only eat cheerios from general mills! :)
748972,😂😂😂 yah right.... gg is quiet again 🤔,i don't wanna know. maybe it's time for me to go to bed lol.
749696,😂😂😂. he did mention hoping in truck and going to see jules 👿,"quick jules, hide 😉"
749852,it amazes me how my professors have phd's and then it takes them 15 minutes to figure out to get a youtube video to go full screen,😂😂 didn't this just happen to your class the other day?
750824,😂😂😂😂 whoooo lmao,omg the one who they were like bff's
751786,😂😂 you are going to be up super early than. lol,ha i'll probably pack on sunday/monday
752276,yo lemme get you in touch with some of my peoples lol,😂😂😂😂😂😂😂😂😂😂😂
752948,😂😂😂 haha what u tell them,lmao i didn't even have time to tell them nothing they drove off
754170,😂😂 ima hit the r2 button and hit her with that coom cock 😂,lmaoooo nooo not the coon cock lmaoooo
