,date,AA,GE,IBM,MSFT
4538,2008-02-04 00:00:00,31.67,30.31,100.75,27.85
4539,2008-02-05 00:00:00,30.36,29.31,98.03,26.81
4540,2008-02-06 00:00:00,30.28,29.31,97.07,26.31
4541,2008-02-07 00:00:00,30.62,29.33,95.9,25.94
4542,2008-02-08 00:00:00,31.54,29.0,96.77,26.34
4543,2008-02-11 00:00:00,31.82,29.14,98.52,26.02
4544,2008-02-12 00:00:00,31.28,29.45,99.82,26.14
4545,2008-02-13 00:00:00,33.17,29.97,101.59,26.71
4546,2008-02-14 00:00:00,33.03,29.47,99.45,26.29
4547,2008-02-15 00:00:00,33.37,29.45,99.48,26.21
4548,2008-02-19 00:00:00,33.82,29.37,98.39,26.08
4549,2008-02-20 00:00:00,34.4,29.44,101.06,26.13
4550,2008-02-21 00:00:00,33.91,29.13,100.2,26.02
4551,2008-02-22 00:00:00,34.14,29.01,101.27,25.63
4552,2008-02-25 00:00:00,36.29,29.58,103.15,25.78
4553,2008-02-26 00:00:00,35.96,29.35,107.18,26.28
4554,2008-02-27 00:00:00,36.45,29.42,109.13,26.17
4555,2008-02-28 00:00:00,36.54,29.27,107.99,25.86
4556,2008-02-29 00:00:00,34.69,28.66,106.69,25.19
4557,2008-03-03 00:00:00,35.8,28.88,107.04,24.99
4558,2008-03-04 00:00:00,35.5,28.98,108.43,25.55
4559,2008-03-05 00:00:00,36.16,29.11,108.13,26.04
4560,2008-03-06 00:00:00,35.84,28.41,105.44,25.53
4561,2008-03-07 00:00:00,34.19,27.87,106.77,25.81
4562,2008-03-10 00:00:00,33.29,27.41,106.83,25.97
4563,2008-03-11 00:00:00,35.27,28.88,109.16,27.11
4564,2008-03-12 00:00:00,35.3,29.36,109.7,26.51
4565,2008-03-13 00:00:00,35.94,29.62,108.61,26.5
4566,2008-03-14 00:00:00,35.86,29.24,107.98,25.89
4567,2008-03-17 00:00:00,34.66,29.68,108.28,26.2
4568,2008-03-18 00:00:00,36.06,31.25,110.96,27.24
4569,2008-03-19 00:00:00,33.27,30.77,109.58,26.5
4570,2008-03-20 00:00:00,32.4,32.42,110.88,27.02
4571,2008-03-24 00:00:00,32.73,32.34,111.57,27.01
4572,2008-03-25 00:00:00,33.39,32.23,110.54,26.98
4573,2008-03-26 00:00:00,33.66,32.11,109.55,26.45
4574,2008-03-27 00:00:00,33.05,31.85,108.25,25.97
4575,2008-03-28 00:00:00,33.73,31.66,107.36,25.84
4576,2008-03-31 00:00:00,33.69,32.0,107.89,26.28
4577,2008-04-01 00:00:00,34.13,33.23,109.16,27.32
4578,2008-04-02 00:00:00,34.03,32.88,107.58,27.0
4579,2008-04-03 00:00:00,36.0,32.72,108.72,26.85
4580,2008-04-04 00:00:00,36.43,32.48,108.47,27.0
4581,2008-04-07 00:00:00,34.97,32.22,108.99,27.0
4582,2008-04-08 00:00:00,34.73,31.95,108.95,26.62
4583,2008-04-09 00:00:00,34.41,31.51,109.42,26.75
4584,2008-04-10 00:00:00,33.73,31.78,111.3,26.95
4585,2008-04-11 00:00:00,32.84,27.71,108.7,26.19
4586,2008-04-14 00:00:00,31.7,27.45,109.9,25.98
4587,2008-04-15 00:00:00,32.55,27.65,109.79,26.16
4588,2008-04-16 00:00:00,33.6,27.87,112.89,26.81
4589,2008-04-17 00:00:00,33.23,27.69,115.33,27.06
4590,2008-04-18 00:00:00,33.87,28.27,116.57,27.78
4591,2008-04-21 00:00:00,33.86,28.07,116.52,28.17
4592,2008-04-22 00:00:00,33.35,27.96,115.88,28.01
4593,2008-04-23 00:00:00,33.0,27.98,115.82,29.12
4594,2008-04-24 00:00:00,32.56,28.37,116.37,29.45
4595,2008-04-25 00:00:00,33.37,28.82,115.33,27.62
4596,2008-04-28 00:00:00,33.39,28.68,114.03,26.84
4597,2008-04-29 00:00:00,32.37,28.38,115.12,26.52
4598,2008-04-30 00:00:00,32.65,28.28,113.1,26.41
4599,2008-05-01 00:00:00,32.59,28.64,115.83,27.22
4600,2008-05-02 00:00:00,33.9,28.83,115.43,27.08
4601,2008-05-05 00:00:00,34.63,28.69,114.35,26.93
4602,2008-05-06 00:00:00,35.67,28.53,115.09,27.5
4603,2008-05-07 00:00:00,35.76,28.16,116.8,27.05
4604,2008-05-08 00:00:00,37.22,28.18,117.53,27.1
4605,2008-05-09 00:00:00,36.65,27.9,116.73,27.21
4606,2008-05-12 00:00:00,39.06,28.02,117.84,27.77
4607,2008-05-13 00:00:00,39.54,27.96,119.1,27.68
4608,2008-05-14 00:00:00,39.43,28.11,119.98,27.82
4609,2008-05-15 00:00:00,40.12,27.99,120.87,28.3
4610,2008-05-16 00:00:00,40.51,27.78,120.26,27.87
4611,2008-05-19 00:00:00,41.86,28.02,119.01,27.38
4612,2008-05-20 00:00:00,40.58,27.43,117.78,26.73
4613,2008-05-21 00:00:00,39.15,26.8,116.31,26.25
4614,2008-05-22 00:00:00,38.3,26.81,117.33,26.46
4615,2008-05-23 00:00:00,37.79,26.31,116.86,26.07
4616,2008-05-27 00:00:00,37.91,26.29,119.79,26.43
4617,2008-05-28 00:00:00,39.02,26.42,121.88,26.19
4618,2008-05-29 00:00:00,37.87,26.49,122.04,26.31
4619,2008-05-30 00:00:00,38.1,26.56,121.78,26.32
4620,2008-06-02 00:00:00,38.14,26.3,119.83,25.84
4621,2008-06-03 00:00:00,37.17,26.34,120.28,25.38
4622,2008-06-04 00:00:00,36.52,26.33,120.01,25.59
4623,2008-06-05 00:00:00,37.63,26.86,120.87,26.3
4624,2008-06-06 00:00:00,36.82,25.96,117.55,25.55
4625,2008-06-09 00:00:00,39.59,25.99,118.42,25.75
4626,2008-06-10 00:00:00,40.1,26.23,118.49,25.92
4627,2008-06-11 00:00:00,36.91,25.79,115.96,25.2
4628,2008-06-12 00:00:00,35.43,25.12,116.53,26.25
4629,2008-06-13 00:00:00,37.04,25.21,118.69,27.02
4630,2008-06-16 00:00:00,37.27,25.05,119.22,26.89
4631,2008-06-17 00:00:00,37.03,24.95,117.7,26.77
4632,2008-06-18 00:00:00,36.71,24.39,116.82,26.45
4633,2008-06-19 00:00:00,36.72,24.4,117.63,26.89
4634,2008-06-20 00:00:00,35.05,23.94,115.48,26.24
4635,2008-06-23 00:00:00,35.4,23.96,116.16,25.99
4636,2008-06-24 00:00:00,34.63,24.12,116.16,25.77
4637,2008-06-25 00:00:00,34.68,24.47,117.21,26.35
4638,2008-06-26 00:00:00,33.14,23.2,113.97,25.79
4639,2008-06-27 00:00:00,33.21,22.96,112.95,25.68
4640,2008-06-30 00:00:00,33.44,23.33,111.52,25.57
4641,2008-07-01 00:00:00,32.33,23.71,112.22,24.97
4642,2008-07-02 00:00:00,30.14,23.18,112.06,24.05
4643,2008-07-03 00:00:00,30.77,23.53,112.47,24.15
4644,2008-07-07 00:00:00,31.35,23.69,114.32,24.19
4645,2008-07-08 00:00:00,30.35,24.53,116.56,24.02
4646,2008-07-09 00:00:00,29.61,23.77,113.28,23.45
4647,2008-07-10 00:00:00,32.48,24.17,115.9,23.65
4648,2008-07-11 00:00:00,32.52,24.18,114.9,23.47
4649,2008-07-14 00:00:00,32.8,23.76,114.35,23.37
4650,2008-07-15 00:00:00,32.4,23.3,115.92,24.3
4651,2008-07-16 00:00:00,32.65,24.2,118.49,25.33
4652,2008-07-17 00:00:00,31.67,24.48,119.04,25.58
4653,2008-07-18 00:00:00,31.74,24.48,122.21,24.03
4654,2008-07-21 00:00:00,31.88,24.21,121.05,23.83
4655,2008-07-22 00:00:00,31.81,24.92,122.31,23.98
4656,2008-07-23 00:00:00,30.73,25.64,121.86,24.56
4657,2008-07-24 00:00:00,29.36,25.1,122.31,23.64
4658,2008-07-25 00:00:00,29.86,25.1,120.93,24.31
4659,2008-07-28 00:00:00,30.66,24.21,118.79,23.7
4660,2008-07-29 00:00:00,31.32,24.83,120.11,24.27
4661,2008-07-30 00:00:00,32.71,25.33,121.24,24.38
4662,2008-07-31 00:00:00,31.68,24.73,120.41,23.9
4663,2008-08-01 00:00:00,30.17,24.66,119.15,23.64
4664,2008-08-04 00:00:00,29.14,24.63,120.02,23.49
4665,2008-08-05 00:00:00,29.88,25.57,121.25,24.36
4666,2008-08-06 00:00:00,30.36,25.35,122.0,25.11
4667,2008-08-07 00:00:00,30.01,24.98,121.89,25.46
4668,2008-08-08 00:00:00,29.98,25.91,121.67,26.14
4669,2008-08-11 00:00:00,29.47,26.19,119.58,25.93
4670,2008-08-12 00:00:00,29.22,26.0,118.28,26.13
4671,2008-08-13 00:00:00,30.44,25.63,118.82,25.94
4672,2008-08-14 00:00:00,30.07,25.81,119.9,25.94
4673,2008-08-15 00:00:00,30.02,26.05,119.35,25.85
4674,2008-08-18 00:00:00,29.36,25.66,117.68,25.73
4675,2008-08-19 00:00:00,29.36,25.1,115.76,25.49
4676,2008-08-20 00:00:00,29.93,25.05,115.72,25.46
4677,2008-08-21 00:00:00,30.33,25.14,116.17,25.36
4678,2008-08-22 00:00:00,30.47,25.46,118.0,25.98
4679,2008-08-25 00:00:00,29.65,24.76,116.05,25.81
4680,2008-08-26 00:00:00,29.83,24.72,115.71,25.45
4681,2008-08-27 00:00:00,30.28,24.67,116.54,25.72
4682,2008-08-28 00:00:00,30.58,25.21,117.67,26.07
4683,2008-08-29 00:00:00,30.32,24.57,114.98,25.46
4684,2008-09-02 00:00:00,28.75,24.94,111.84,25.29
4685,2008-09-03 00:00:00,28.13,24.98,111.78,25.1
4686,2008-09-04 00:00:00,26.95,24.22,108.62,24.59
4687,2008-09-05 00:00:00,26.71,24.38,107.99,23.93
4688,2008-09-08 00:00:00,25.99,25.43,110.79,24.37
4689,2008-09-09 00:00:00,25.31,24.59,108.66,24.35
4690,2008-09-10 00:00:00,25.66,24.56,111.49,24.67
4691,2008-09-11 00:00:00,26.07,24.62,112.59,25.51
4692,2008-09-12 00:00:00,27.06,23.39,112.37,25.77
4693,2008-09-15 00:00:00,25.42,21.51,108.8,25.03
4694,2008-09-16 00:00:00,25.01,21.91,109.61,24.25
4695,2008-09-17 00:00:00,23.76,20.45,105.29,22.93
4696,2008-09-18 00:00:00,24.42,21.96,108.74,23.57
4697,2008-09-19 00:00:00,25.28,23.59,112.26,23.48
4698,2008-09-22 00:00:00,25.29,23.17,109.77,23.7
4699,2008-09-23 00:00:00,24.15,22.11,108.96,23.74
4700,2008-09-24 00:00:00,24.18,21.79,110.0,24.0
4701,2008-09-25 00:00:00,23.52,22.75,113.45,24.83
4702,2008-09-26 00:00:00,22.22,22.37,112.8,25.57
4703,2008-09-29 00:00:00,20.18,20.47,108.11,23.34
4704,2008-09-30 00:00:00,21.31,22.59,110.47,24.9
4705,2008-10-01 00:00:00,20.07,21.71,104.02,24.71
4706,2008-10-02 00:00:00,18.29,19.63,98.93,24.49
4707,2008-10-03 00:00:00,18.16,19.11,97.7,24.56
4708,2008-10-06 00:00:00,17.09,18.94,95.04,23.24
4709,2008-10-07 00:00:00,15.77,17.99,90.35,21.68
4710,2008-10-08 00:00:00,13.88,18.3,85.53,21.47
4711,2008-10-09 00:00:00,11.76,16.84,84.06,20.81
4712,2008-10-10 00:00:00,10.62,19.05,82.88,20.06
4713,2008-10-13 00:00:00,13.04,18.61,87.1,23.79
4714,2008-10-14 00:00:00,12.26,18.47,88.41,22.49
4715,2008-10-15 00:00:00,10.69,17.06,83.39,21.14
4716,2008-10-16 00:00:00,11.52,17.62,86.44,22.57
4717,2008-10-17 00:00:00,11.14,17.39,85.75,22.33
4718,2008-10-20 00:00:00,11.71,17.84,87.38,23.07
4719,2008-10-21 00:00:00,11.47,18.03,83.93,21.8
4720,2008-10-22 00:00:00,9.93,16.8,78.96,20.09
4721,2008-10-23 00:00:00,9.43,16.66,79.67,20.83
4722,2008-10-24 00:00:00,8.88,15.8,77.52,20.49
4723,2008-10-27 00:00:00,8.53,15.71,75.24,19.76
4724,2008-10-28 00:00:00,10.17,17.27,82.44,21.55
4725,2008-10-29 00:00:00,10.52,17.01,83.31,21.46
4726,2008-10-30 00:00:00,10.81,17.14,85.66,21.12
4727,2008-10-31 00:00:00,10.85,17.29,87.81,20.84
4728,2008-11-03 00:00:00,11.21,17.1,87.54,21.11
4729,2008-11-04 00:00:00,11.77,18.4,88.22,21.96
4730,2008-11-05 00:00:00,11.29,17.66,84.95,20.6
4731,2008-11-06 00:00:00,9.82,16.25,80.88,19.48
4732,2008-11-07 00:00:00,10.71,16.71,81.94,20.06
4733,2008-11-10 00:00:00,11.27,16.35,79.66,19.87
4734,2008-11-11 00:00:00,10.47,15.78,78.59,19.78
4735,2008-11-12 00:00:00,9.73,14.43,75.74,18.94
4736,2008-11-13 00:00:00,10.72,14.94,79.98,19.83
4737,2008-11-14 00:00:00,10.37,14.19,76.3,18.72
4738,2008-11-17 00:00:00,9.25,14.27,73.59,18.03
4739,2008-11-18 00:00:00,9.07,14.23,76.06,18.43
4740,2008-11-19 00:00:00,7.81,12.8,72.16,17.18
4741,2008-11-20 00:00:00,6.55,11.38,68.14,16.47
4742,2008-11-21 00:00:00,8.08,12.43,71.12,18.49
4743,2008-11-24 00:00:00,8.76,13.52,75.88,19.44
4744,2008-11-25 00:00:00,9.28,13.97,76.6,18.78
4745,2008-11-26 00:00:00,10.03,14.34,77.57,19.25
4746,2008-11-28 00:00:00,10.3,15.21,77.51,18.99
4747,2008-12-01 00:00:00,8.91,13.73,73.04,17.48
4748,2008-12-02 00:00:00,9.34,15.6,75.83,17.99
4749,2008-12-03 00:00:00,8.89,16.06,76.62,18.67
4750,2008-12-04 00:00:00,7.71,15.55,73.55,17.95
4751,2008-12-05 00:00:00,7.8,15.82,76.55,18.67
4752,2008-12-08 00:00:00,9.17,16.73,80.6,19.74
4753,2008-12-09 00:00:00,9.14,15.75,78.54,19.35
4754,2008-12-10 00:00:00,9.76,15.95,78.7,19.36
4755,2008-12-11 00:00:00,9.55,15.11,76.54,18.27
4756,2008-12-12 00:00:00,9.64,15.16,78.08,18.19
4757,2008-12-15 00:00:00,9.48,15.02,78.62,17.89
4758,2008-12-16 00:00:00,9.94,15.88,82.06,18.89
4759,2008-12-17 00:00:00,9.9,15.41,81.53,18.47
4760,2008-12-18 00:00:00,9.35,14.14,79.79,18.13
4761,2008-12-19 00:00:00,9.28,14.62,79.33,17.96
4762,2008-12-22 00:00:00,8.83,14.24,77.88,18.02
4763,2008-12-23 00:00:00,9.16,14.56,76.56,18.11
4764,2008-12-24 00:00:00,8.98,14.55,76.48,18.01
4765,2008-12-26 00:00:00,9.36,14.42,77.25,17.97
4766,2008-12-29 00:00:00,9.31,14.14,77.17,17.81
4767,2008-12-30 00:00:00,10.23,14.29,79.36,18.17
4768,2008-12-31 00:00:00,10.77,14.63,79.94,18.26
4769,2009-01-02 00:00:00,11.59,15.42,82.99,19.1
4770,2009-01-05 00:00:00,11.35,15.02,82.46,19.28
4771,2009-01-06 00:00:00,11.6,15.23,84.75,19.5
4772,2009-01-07 00:00:00,10.42,14.55,83.39,18.33
4773,2009-01-08 00:00:00,10.87,14.58,82.81,18.9
4774,2009-01-09 00:00:00,10.34,14.45,80.45,18.34
4775,2009-01-12 00:00:00,9.63,14.3,81.41,18.29
4776,2009-01-13 00:00:00,9.14,13.49,81.06,18.62
4777,2009-01-14 00:00:00,8.64,12.74,79.02,17.93
4778,2009-01-15 00:00:00,8.97,12.44,79.9,18.07
4779,2009-01-16 00:00:00,9.02,12.61,80.66,18.52
4780,2009-01-20 00:00:00,7.99,11.68,77.87,17.36
4781,2009-01-21 00:00:00,8.19,11.77,86.83,18.21
4782,2009-01-22 00:00:00,7.89,12.17,85.55,16.07
4783,2009-01-23 00:00:00,7.97,10.86,85.0,16.16
4784,2009-01-26 00:00:00,7.99,11.22,87.0,16.56
4785,2009-01-27 00:00:00,8.24,11.79,87.06,16.59
4786,2009-01-28 00:00:00,8.37,12.19,90.06,16.95
4787,2009-01-29 00:00:00,8.08,11.49,87.87,16.52
4788,2009-01-30 00:00:00,7.45,10.95,87.05,16.06
4789,2009-02-02 00:00:00,7.36,10.49,86.37,16.75
4790,2009-02-03 00:00:00,7.69,10.27,88.79,17.38
4791,2009-02-04 00:00:00,7.64,10.17,88.17,17.5
4792,2009-02-05 00:00:00,7.88,9.8,87.77,17.89
4793,2009-02-06 00:00:00,8.21,10.02,91.81,18.47
4794,2009-02-09 00:00:00,8.31,11.41,92.46,18.26
4795,2009-02-10 00:00:00,7.48,10.49,89.07,17.66
4796,2009-02-11 00:00:00,7.53,10.78,90.88,18.05
4797,2009-02-12 00:00:00,7.34,10.55,90.79,18.09
4798,2009-02-13 00:00:00,7.31,10.33,89.62,17.93
4799,2009-02-17 00:00:00,6.6,9.76,86.59,17.11
4800,2009-02-18 00:00:00,6.34,9.81,87.39,17.14
4801,2009-02-19 00:00:00,6.21,9.35,84.93,16.94
4802,2009-02-20 00:00:00,6.15,8.72,84.79,17.03
4803,2009-02-23 00:00:00,5.68,8.23,80.57,16.28
4804,2009-02-24 00:00:00,6.25,8.44,82.51,16.24
4805,2009-02-25 00:00:00,6.32,8.38,82.03,16.04
4806,2009-02-26 00:00:00,6.36,8.46,84.97,15.53
4807,2009-02-27 00:00:00,6.09,7.91,87.89,15.28
4808,2009-03-02 00:00:00,5.37,7.07,85.04,14.93
4809,2009-03-03 00:00:00,5.41,6.52,83.82,15.02
4810,2009-03-04 00:00:00,6.1,6.22,85.46,15.25
4811,2009-03-05 00:00:00,5.14,6.19,83.54,14.44
4812,2009-03-06 00:00:00,5.1,6.56,81.95,14.45
4813,2009-03-09 00:00:00,5.27,6.89,79.72,14.33
4814,2009-03-10 00:00:00,5.98,8.25,83.32,15.59
4815,2009-03-11 00:00:00,5.63,7.89,84.63,16.18
4816,2009-03-12 00:00:00,5.85,8.9,86.33,16.09
4817,2009-03-13 00:00:00,5.6,8.94,86.29,15.75
4818,2009-03-16 00:00:00,5.98,8.98,87.11,15.37
4819,2009-03-17 00:00:00,5.46,9.3,88.73,15.98
4820,2009-03-18 00:00:00,5.36,9.59,87.81,16.04
4821,2009-03-19 00:00:00,6.26,9.42,88.49,16.21
4822,2009-03-20 00:00:00,6.39,8.87,88.35,16.14
4823,2009-03-23 00:00:00,7.23,9.7,94.27,17.34
4824,2009-03-24 00:00:00,7.16,9.68,93.88,16.96
4825,2009-03-25 00:00:00,7.55,9.75,93.54,16.91
4826,2009-03-26 00:00:00,7.94,10.13,94.33,17.81
4827,2009-03-27 00:00:00,7.62,10.02,89.91,17.15
4828,2009-03-30 00:00:00,6.54,9.23,90.27,16.53
4829,2009-03-31 00:00:00,7.17,9.4,92.53,17.38
4830,2009-04-01 00:00:00,7.43,9.45,93.22,18.26
4831,2009-04-02 00:00:00,8.0,9.98,96.28,18.25
4832,2009-04-03 00:00:00,7.99,10.17,97.62,17.73
4833,2009-04-06 00:00:00,7.73,10.4,96.99,17.74
4834,2009-04-07 00:00:00,7.61,9.9,94.31,17.74
4835,2009-04-08 00:00:00,7.88,9.89,96.64,18.15
4836,2009-04-09 00:00:00,8.65,10.53,97.12,18.6
4837,2009-04-13 00:00:00,8.94,11.28,95.45,18.53
4838,2009-04-14 00:00:00,8.63,10.7,94.8,18.3
4839,2009-04-15 00:00:00,8.85,11.0,94.4,17.81
4840,2009-04-16 00:00:00,8.94,11.41,96.86,18.69
4841,2009-04-17 00:00:00,9.05,11.52,96.71,18.16
4842,2009-04-20 00:00:00,8.17,10.55,95.91,17.6
4843,2009-04-21 00:00:00,8.49,10.88,97.71,17.94
4844,2009-04-22 00:00:00,8.45,10.97,97.93,17.76
4845,2009-04-23 00:00:00,8.7,11.04,96.86,17.9
4846,2009-04-24 00:00:00,8.93,11.26,95.58,19.78
4847,2009-04-27 00:00:00,8.59,11.24,95.45,19.3
4848,2009-04-28 00:00:00,8.33,11.16,97.35,18.85
4849,2009-04-29 00:00:00,8.6,11.36,99.36,19.15
4850,2009-04-30 00:00:00,8.87,11.76,98.56,19.16
4851,2009-05-01 00:00:00,9.47,11.8,99.9,19.14
4852,2009-05-04 00:00:00,10.13,12.18,101.41,19.1
4853,2009-05-05 00:00:00,9.9,12.18,101.09,18.72
4854,2009-05-06 00:00:00,10.29,12.71,100.43,18.72
4855,2009-05-07 00:00:00,9.66,12.98,98.48,18.27
4856,2009-05-08 00:00:00,9.81,13.51,97.43,18.37
4857,2009-05-11 00:00:00,9.4,13.19,98.78,18.27
4858,2009-05-12 00:00:00,9.27,12.72,99.78,18.81
4859,2009-05-13 00:00:00,8.46,12.0,98.17,18.68
4860,2009-05-14 00:00:00,8.57,12.12,97.01,18.97
4861,2009-05-15 00:00:00,8.85,11.95,97.31,19.12
4862,2009-05-18 00:00:00,9.3,12.52,100.39,19.48
4863,2009-05-19 00:00:00,9.49,12.74,101.29,19.33
4864,2009-05-20 00:00:00,9.3,12.8,99.89,19.4
4865,2009-05-21 00:00:00,8.92,12.31,98.71,18.87
4866,2009-05-22 00:00:00,8.69,12.18,97.81,18.8
4867,2009-05-26 00:00:00,9.09,12.45,100.82,19.36
4868,2009-05-27 00:00:00,8.87,12.08,98.81,19.16
4869,2009-05-28 00:00:00,8.91,12.26,100.5,19.47
4870,2009-05-29 00:00:00,9.04,12.53,102.03,19.88
4871,2009-06-01 00:00:00,9.64,12.88,104.03,20.37
4872,2009-06-02 00:00:00,10.31,12.83,102.55,20.37
4873,2009-06-03 00:00:00,9.87,12.55,102.23,20.68
4874,2009-06-04 00:00:00,10.48,12.78,102.07,20.78
4875,2009-06-05 00:00:00,10.73,12.59,102.95,21.07
4876,2009-06-08 00:00:00,10.56,12.61,103.19,20.99
4877,2009-06-09 00:00:00,10.93,12.61,103.81,21.02
4878,2009-06-10 00:00:00,11.26,12.46,104.01,21.46
4879,2009-06-11 00:00:00,11.98,12.51,105.02,21.73
4880,2009-06-12 00:00:00,11.76,12.56,103.88,22.21
4881,2009-06-15 00:00:00,10.99,12.22,103.31,22.29
4882,2009-06-16 00:00:00,10.69,11.88,103.03,22.32
4883,2009-06-17 00:00:00,10.28,11.39,102.72,22.54
4884,2009-06-18 00:00:00,10.57,11.22,102.07,22.37
4885,2009-06-19 00:00:00,10.78,11.34,101.65,22.91
4886,2009-06-22 00:00:00,9.82,10.8,100.34,22.16
4887,2009-06-23 00:00:00,9.8,10.87,100.26,22.22
4888,2009-06-24 00:00:00,10.01,10.97,99.98,22.34
4889,2009-06-25 00:00:00,10.51,11.12,101.82,22.64
4890,2009-06-26 00:00:00,10.55,11.01,101.45,22.23
4891,2009-06-29 00:00:00,10.24,11.02,101.59,22.71
4892,2009-06-30 00:00:00,10.13,10.98,100.24,22.63
4893,2009-07-01 00:00:00,10.15,11.04,100.64,22.88
4894,2009-07-02 00:00:00,9.67,10.74,97.66,22.24
4895,2009-07-06 00:00:00,9.08,10.76,97.58,22.08
4896,2009-07-07 00:00:00,9.23,10.32,96.18,21.45
4897,2009-07-08 00:00:00,9.27,10.04,96.65,21.47
4898,2009-07-09 00:00:00,9.05,10.18,97.99,21.36
4899,2009-07-10 00:00:00,9.16,10.1,96.79,21.31
4900,2009-07-13 00:00:00,9.47,10.74,99.47,22.11
4901,2009-07-14 00:00:00,9.4,10.91,99.12,22.0
4902,2009-07-15 00:00:00,9.94,11.47,102.93,22.96
4903,2009-07-16 00:00:00,10.24,11.62,106.21,23.26
4904,2009-07-17 00:00:00,10.02,10.92,110.8,23.12
4905,2009-07-20 00:00:00,10.39,10.94,111.78,23.35
4906,2009-07-21 00:00:00,9.94,10.75,112.36,23.63
4907,2009-07-22 00:00:00,10.0,10.9,110.94,23.61
4908,2009-07-23 00:00:00,10.59,11.2,112.38,24.33
4909,2009-07-24 00:00:00,10.8,11.28,112.93,22.32
4910,2009-07-27 00:00:00,11.08,11.55,112.92,22.0
4911,2009-07-28 00:00:00,11.04,11.73,112.59,22.34
4912,2009-07-29 00:00:00,10.79,11.49,112.57,22.65
4913,2009-07-30 00:00:00,11.24,12.29,113.14,22.66
4914,2009-07-31 00:00:00,11.53,12.56,113.21,22.39
4915,2009-08-03 00:00:00,12.35,12.86,115.12,22.68
4916,2009-08-04 00:00:00,12.59,12.95,114.81,22.63
4917,2009-08-05 00:00:00,13.05,13.11,113.73,22.66
4918,2009-08-06 00:00:00,12.58,13.41,113.21,22.33
4919,2009-08-07 00:00:00,12.78,13.78,115.09,22.43
4920,2009-08-10 00:00:00,12.47,13.66,114.48,22.29
4921,2009-08-11 00:00:00,12.49,13.11,113.6,22.02
4922,2009-08-12 00:00:00,12.74,13.24,115.05,22.4
4923,2009-08-13 00:00:00,13.47,13.22,115.33,22.48
4924,2009-08-14 00:00:00,13.04,13.05,114.36,22.55
4925,2009-08-17 00:00:00,12.2,12.52,112.71,22.13
4926,2009-08-18 00:00:00,12.7,12.74,113.45,22.57
4927,2009-08-19 00:00:00,12.26,12.68,114.36,22.64
4928,2009-08-20 00:00:00,12.22,12.94,114.72,22.66
4929,2009-08-21 00:00:00,12.34,13.32,115.64,23.37
4930,2009-08-24 00:00:00,12.21,13.31,115.08,23.59
4931,2009-08-25 00:00:00,12.14,13.4,114.61,23.59
4932,2009-08-26 00:00:00,12.05,13.22,115.22,23.5
4933,2009-08-27 00:00:00,12.19,13.3,115.19,23.63
4934,2009-08-28 00:00:00,12.28,13.2,114.02,23.62
4935,2009-08-31 00:00:00,11.84,13.03,113.85,23.59
4936,2009-09-01 00:00:00,11.39,12.5,112.54,22.97
4937,2009-09-02 00:00:00,11.35,12.37,111.96,22.84
4938,2009-09-03 00:00:00,11.8,12.61,112.2,23.08
4939,2009-09-04 00:00:00,11.97,13.0,113.29,23.57
4940,2009-09-08 00:00:00,12.38,13.59,113.0,23.76
4941,2009-09-09 00:00:00,12.59,13.94,112.61,23.72
4942,2009-09-10 00:00:00,12.62,13.87,113.49,23.93
4943,2009-09-11 00:00:00,12.77,13.75,113.85,23.8
4944,2009-09-14 00:00:00,12.72,14.39,114.65,23.93
4945,2009-09-15 00:00:00,13.75,15.0,115.11,24.12
4946,2009-09-16 00:00:00,14.22,15.93,117.49,24.12
4947,2009-09-17 00:00:00,13.81,15.71,117.55,24.22
4948,2009-09-18 00:00:00,13.82,15.56,117.77,24.18
4949,2009-09-21 00:00:00,13.7,15.8,117.25,24.22
4950,2009-09-22 00:00:00,14.01,16.04,117.29,24.67
4951,2009-09-23 00:00:00,13.9,16.03,116.53,24.61
4952,2009-09-24 00:00:00,13.28,15.63,116.64,24.83
4953,2009-09-25 00:00:00,12.85,15.43,116.78,24.46
4954,2009-09-28 00:00:00,13.2,15.8,115.09,24.72
4955,2009-09-29 00:00:00,13.08,15.75,114.59,24.65
4956,2009-09-30 00:00:00,12.89,15.48,115.36,24.62
4957,2009-10-01 00:00:00,12.7,15.06,113.71,23.82
4958,2009-10-02 00:00:00,12.6,14.48,114.79,23.89
4959,2009-10-05 00:00:00,13.19,14.92,115.49,23.59
4960,2009-10-06 00:00:00,13.65,15.16,117.04,24.04
4961,2009-10-07 00:00:00,13.95,15.24,118.42,24.03
4962,2009-10-08 00:00:00,14.1,15.29,117.94,24.57
4963,2009-10-09 00:00:00,13.99,15.25,121.45,24.46
4964,2009-10-12 00:00:00,14.0,15.4,122.52,24.62
4965,2009-10-13 00:00:00,13.87,15.45,122.51,24.71
4966,2009-10-14 00:00:00,14.07,15.88,123.79,24.85
4967,2009-10-15 00:00:00,14.11,15.83,123.43,25.57
4968,2009-10-16 00:00:00,13.8,15.16,117.32,25.37
4969,2009-10-19 00:00:00,13.83,14.93,118.69,25.23
4970,2009-10-20 00:00:00,13.55,14.69,118.45,25.24
4971,2009-10-21 00:00:00,13.58,14.64,116.57,25.44
4972,2009-10-22 00:00:00,13.8,14.46,118.33,25.45
4973,2009-10-23 00:00:00,13.49,14.33,116.08,26.82
